,Regione,Tipo Ateneo,Sesso,Corso di laurea,Anno,Value
97917,Liguria,privata,femmine,difesa,2013,0
97918,Liguria,privata,femmine,difesa,2014,0
97919,Liguria,privata,femmine,difesa,2015,0
97920,Liguria,privata,femmine,difesa,2016,0
97921,Liguria,privata,femmine,difesa,2017,0
97922,Liguria,privata,femmine,difesa,2013,0
97923,Liguria,privata,femmine,difesa,2014,0
97924,Liguria,privata,femmine,difesa,2015,0
97925,Liguria,privata,femmine,difesa,2016,0
97926,Liguria,privata,femmine,difesa,2017,0
97927,Liguria,privata,femmine,difesa,2013,0
97928,Liguria,privata,femmine,difesa,2014,0
97929,Liguria,privata,femmine,difesa,2015,0
97930,Liguria,privata,femmine,difesa,2016,0
97931,Liguria,privata,femmine,difesa,2017,0
97992,Lombardia,pubblica,maschi,difesa,2013,0
97993,Lombardia,pubblica,maschi,difesa,2014,0
97994,Lombardia,pubblica,maschi,difesa,2015,0
97995,Lombardia,pubblica,maschi,difesa,2016,0
97996,Lombardia,pubblica,maschi,difesa,2017,0
97997,Lombardia,pubblica,femmine,difesa,2013,0
97998,Lombardia,pubblica,femmine,difesa,2014,0
97999,Lombardia,pubblica,femmine,difesa,2015,0
98000,Lombardia,pubblica,femmine,difesa,2016,0
98001,Lombardia,pubblica,femmine,difesa,2017,0
98007,Lombardia,privata,maschi,difesa,2013,0
98008,Lombardia,privata,maschi,difesa,2014,0
98009,Lombardia,privata,maschi,difesa,2015,0
98010,Lombardia,privata,maschi,difesa,2016,0
98011,Lombardia,privata,maschi,difesa,2017,0
98012,Lombardia,privata,maschi,difesa,2013,0
98013,Lombardia,privata,maschi,difesa,2014,0
98014,Lombardia,privata,maschi,difesa,2015,0
98015,Lombardia,privata,maschi,difesa,2016,0
98016,Lombardia,privata,maschi,difesa,2017,0
98017,Lombardia,privata,maschi,difesa,2013,0
98018,Lombardia,privata,maschi,difesa,2014,0
98019,Lombardia,privata,maschi,difesa,2015,0
98020,Lombardia,privata,maschi,difesa,2016,0
98021,Lombardia,privata,maschi,difesa,2017,0
98022,Lombardia,privata,femmine,difesa,2013,0
98023,Lombardia,privata,femmine,difesa,2014,0
98024,Lombardia,privata,femmine,difesa,2015,0
98025,Lombardia,privata,femmine,difesa,2016,0
98026,Lombardia,privata,femmine,difesa,2017,0
98027,Lombardia,privata,femmine,difesa,2013,0
98028,Lombardia,privata,femmine,difesa,2014,0
98029,Lombardia,privata,femmine,difesa,2015,0
98030,Lombardia,privata,femmine,difesa,2016,0
98031,Lombardia,privata,femmine,difesa,2017,0
98032,Lombardia,privata,femmine,difesa,2013,0
98033,Lombardia,privata,femmine,difesa,2014,0
98034,Lombardia,privata,femmine,difesa,2015,0
98035,Lombardia,privata,femmine,difesa,2016,0
98036,Lombardia,privata,femmine,difesa,2017,0
98142,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2013,0
98143,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2014,0
98144,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2015,0
98145,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2016,0
98146,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2017,0
98147,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2013,0
98148,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2014,0
98149,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2015,0
98150,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2016,0
98151,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2017,0
98152,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2013,0
98153,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2014,0
98154,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2015,0
98155,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2016,0
98156,Trentino Alto Adige / Südtirol,pubblica,maschi,difesa,2017,0
98157,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2013,0
98158,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2014,0
98159,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2015,0
98160,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2016,0
98161,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2017,0
98162,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2013,0
98163,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2014,0
98164,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2015,0
98165,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2016,0
98166,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2017,0
98167,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2013,0
98168,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2014,0
98169,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2015,0
98170,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2016,0
98171,Trentino Alto Adige / Südtirol,pubblica,femmine,difesa,2017,0
98187,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2013,0
98188,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2014,0
98189,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2015,0
98190,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2016,0
98191,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2017,0
98192,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2013,0
98193,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2014,0
98194,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2015,0
98195,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2016,0
98196,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2017,0
98197,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2013,0
98198,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2014,0
98199,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2015,0
98200,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2016,0
98201,Trentino Alto Adige / Südtirol,privata,maschi,difesa,2017,0
98202,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2013,0
98203,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2014,0
98204,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2015,0
98205,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2016,0
98206,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2017,0
98207,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2013,0
98208,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2014,0
98209,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2015,0
98210,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2016,0
98211,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2017,0
98212,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2013,0
98213,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2014,0
98214,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2015,0
98215,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2016,0
98216,Trentino Alto Adige / Südtirol,privata,femmine,difesa,2017,0
98277,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2013,0
98278,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2014,0
98279,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2015,0
98280,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2016,0
98281,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2017,0
98282,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2013,0
98283,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2014,0
98284,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2015,0
98285,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2016,0
98286,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2017,0
98287,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2013,0
98288,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2014,0
98289,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2015,0
98290,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2016,0
98291,Provincia Autonoma Bolzano / Bozen,pubblica,maschi,difesa,2017,0
98292,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2013,0
98293,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2014,0
98294,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2015,0
98295,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2016,0
98296,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2017,0
98297,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2013,0
98298,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2014,0
98299,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2015,0
98300,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2016,0
98301,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2017,0
98302,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2013,0
98303,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2014,0
98304,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2015,0
98305,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2016,0
98306,Provincia Autonoma Bolzano / Bozen,pubblica,femmine,difesa,2017,0
98322,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2013,0
98323,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2014,0
98324,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2015,0
98325,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2016,0
98326,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2017,0
98327,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2013,0
98328,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2014,0
98329,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2015,0
98330,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2016,0
98331,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2017,0
98332,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2013,0
98333,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2014,0
98334,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2015,0
98335,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2016,0
98336,Provincia Autonoma Bolzano / Bozen,privata,maschi,difesa,2017,0
98337,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2013,0
98338,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2014,0
98339,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2015,0
98340,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2016,0
98341,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2017,0
98342,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2013,0
98343,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2014,0
98344,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2015,0
98345,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2016,0
98346,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2017,0
98347,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2013,0
98348,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2014,0
98349,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2015,0
98350,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2016,0
98351,Provincia Autonoma Bolzano / Bozen,privata,femmine,difesa,2017,0
98412,Provincia Autonoma Trento,pubblica,maschi,difesa,2013,0
98413,Provincia Autonoma Trento,pubblica,maschi,difesa,2014,0
98414,Provincia Autonoma Trento,pubblica,maschi,difesa,2015,0
98415,Provincia Autonoma Trento,pubblica,maschi,difesa,2016,0
98416,Provincia Autonoma Trento,pubblica,maschi,difesa,2017,0
98417,Provincia Autonoma Trento,pubblica,maschi,difesa,2013,0
98418,Provincia Autonoma Trento,pubblica,maschi,difesa,2014,0
98419,Provincia Autonoma Trento,pubblica,maschi,difesa,2015,0
98420,Provincia Autonoma Trento,pubblica,maschi,difesa,2016,0
98421,Provincia Autonoma Trento,pubblica,maschi,difesa,2017,0
98422,Provincia Autonoma Trento,pubblica,maschi,difesa,2013,0
98423,Provincia Autonoma Trento,pubblica,maschi,difesa,2014,0
98424,Provincia Autonoma Trento,pubblica,maschi,difesa,2015,0
98425,Provincia Autonoma Trento,pubblica,maschi,difesa,2016,0
98426,Provincia Autonoma Trento,pubblica,maschi,difesa,2017,0
98427,Provincia Autonoma Trento,pubblica,femmine,difesa,2013,0
98428,Provincia Autonoma Trento,pubblica,femmine,difesa,2014,0
98429,Provincia Autonoma Trento,pubblica,femmine,difesa,2015,0
98430,Provincia Autonoma Trento,pubblica,femmine,difesa,2016,0
98431,Provincia Autonoma Trento,pubblica,femmine,difesa,2017,0
98432,Provincia Autonoma Trento,pubblica,femmine,difesa,2013,0
98433,Provincia Autonoma Trento,pubblica,femmine,difesa,2014,0
98434,Provincia Autonoma Trento,pubblica,femmine,difesa,2015,0
98435,Provincia Autonoma Trento,pubblica,femmine,difesa,2016,0
98436,Provincia Autonoma Trento,pubblica,femmine,difesa,2017,0
98437,Provincia Autonoma Trento,pubblica,femmine,difesa,2013,0
98438,Provincia Autonoma Trento,pubblica,femmine,difesa,2014,0
98439,Provincia Autonoma Trento,pubblica,femmine,difesa,2015,0
98440,Provincia Autonoma Trento,pubblica,femmine,difesa,2016,0
98441,Provincia Autonoma Trento,pubblica,femmine,difesa,2017,0
98457,Provincia Autonoma Trento,privata,maschi,difesa,2013,0
98458,Provincia Autonoma Trento,privata,maschi,difesa,2014,0
98459,Provincia Autonoma Trento,privata,maschi,difesa,2015,0
98460,Provincia Autonoma Trento,privata,maschi,difesa,2016,0
98461,Provincia Autonoma Trento,privata,maschi,difesa,2017,0
98462,Provincia Autonoma Trento,privata,maschi,difesa,2013,0
98463,Provincia Autonoma Trento,privata,maschi,difesa,2014,0
98464,Provincia Autonoma Trento,privata,maschi,difesa,2015,0
98465,Provincia Autonoma Trento,privata,maschi,difesa,2016,0
98466,Provincia Autonoma Trento,privata,maschi,difesa,2017,0
98467,Provincia Autonoma Trento,privata,maschi,difesa,2013,0
98468,Provincia Autonoma Trento,privata,maschi,difesa,2014,0
98469,Provincia Autonoma Trento,privata,maschi,difesa,2015,0
98470,Provincia Autonoma Trento,privata,maschi,difesa,2016,0
98471,Provincia Autonoma Trento,privata,maschi,difesa,2017,0
98472,Provincia Autonoma Trento,privata,femmine,difesa,2013,0
98473,Provincia Autonoma Trento,privata,femmine,difesa,2014,0
98474,Provincia Autonoma Trento,privata,femmine,difesa,2015,0
98475,Provincia Autonoma Trento,privata,femmine,difesa,2016,0
98476,Provincia Autonoma Trento,privata,femmine,difesa,2017,0
98477,Provincia Autonoma Trento,privata,femmine,difesa,2013,0
98478,Provincia Autonoma Trento,privata,femmine,difesa,2014,0
98479,Provincia Autonoma Trento,privata,femmine,difesa,2015,0
98480,Provincia Autonoma Trento,privata,femmine,difesa,2016,0
98481,Provincia Autonoma Trento,privata,femmine,difesa,2017,0
98482,Provincia Autonoma Trento,privata,femmine,difesa,2013,0
98483,Provincia Autonoma Trento,privata,femmine,difesa,2014,0
98484,Provincia Autonoma Trento,privata,femmine,difesa,2015,0
98485,Provincia Autonoma Trento,privata,femmine,difesa,2016,0
98486,Provincia Autonoma Trento,privata,femmine,difesa,2017,0
98547,Veneto,pubblica,maschi,difesa,2013,0
98548,Veneto,pubblica,maschi,difesa,2014,0
98549,Veneto,pubblica,maschi,difesa,2015,0
98550,Veneto,pubblica,maschi,difesa,2016,0
98551,Veneto,pubblica,maschi,difesa,2017,0
98552,Veneto,pubblica,maschi,difesa,2013,0
98553,Veneto,pubblica,maschi,difesa,2014,0
98554,Veneto,pubblica,maschi,difesa,2015,0
98555,Veneto,pubblica,maschi,difesa,2016,0
98556,Veneto,pubblica,maschi,difesa,2017,0
98557,Veneto,pubblica,maschi,difesa,2013,0
98558,Veneto,pubblica,maschi,difesa,2014,0
98559,Veneto,pubblica,maschi,difesa,2015,0
98560,Veneto,pubblica,maschi,difesa,2016,0
98561,Veneto,pubblica,maschi,difesa,2017,0
98562,Veneto,pubblica,femmine,difesa,2013,0
98563,Veneto,pubblica,femmine,difesa,2014,0
98564,Veneto,pubblica,femmine,difesa,2015,0
98565,Veneto,pubblica,femmine,difesa,2016,0
98566,Veneto,pubblica,femmine,difesa,2017,0
98567,Veneto,pubblica,femmine,difesa,2013,0
98568,Veneto,pubblica,femmine,difesa,2014,0
98569,Veneto,pubblica,femmine,difesa,2015,0
98570,Veneto,pubblica,femmine,difesa,2016,0
98571,Veneto,pubblica,femmine,difesa,2017,0
98572,Veneto,pubblica,femmine,difesa,2013,0
98573,Veneto,pubblica,femmine,difesa,2014,0
98574,Veneto,pubblica,femmine,difesa,2015,0
98575,Veneto,pubblica,femmine,difesa,2016,0
98576,Veneto,pubblica,femmine,difesa,2017,0
98592,Veneto,privata,maschi,difesa,2013,0
98593,Veneto,privata,maschi,difesa,2014,0
98594,Veneto,privata,maschi,difesa,2015,0
98595,Veneto,privata,maschi,difesa,2016,0
98596,Veneto,privata,maschi,difesa,2017,0
98597,Veneto,privata,maschi,difesa,2013,0
98598,Veneto,privata,maschi,difesa,2014,0
98599,Veneto,privata,maschi,difesa,2015,0
98600,Veneto,privata,maschi,difesa,2016,0
98601,Veneto,privata,maschi,difesa,2017,0
98602,Veneto,privata,maschi,difesa,2013,0
98603,Veneto,privata,maschi,difesa,2014,0
98604,Veneto,privata,maschi,difesa,2015,0
98605,Veneto,privata,maschi,difesa,2016,0
98606,Veneto,privata,maschi,difesa,2017,0
98607,Veneto,privata,femmine,difesa,2013,0
98608,Veneto,privata,femmine,difesa,2014,0
98609,Veneto,privata,femmine,difesa,2015,0
98610,Veneto,privata,femmine,difesa,2016,0
98611,Veneto,privata,femmine,difesa,2017,0
98612,Veneto,privata,femmine,difesa,2013,0
98613,Veneto,privata,femmine,difesa,2014,0
98614,Veneto,privata,femmine,difesa,2015,0
98615,Veneto,privata,femmine,difesa,2016,0
98616,Veneto,privata,femmine,difesa,2017,0
98617,Veneto,privata,femmine,difesa,2013,0
98618,Veneto,privata,femmine,difesa,2014,0
98619,Veneto,privata,femmine,difesa,2015,0
98620,Veneto,privata,femmine,difesa,2016,0
98621,Veneto,privata,femmine,difesa,2017,0
98682,Friuli-Venezia Giulia,pubblica,maschi,difesa,2013,0
98683,Friuli-Venezia Giulia,pubblica,maschi,difesa,2014,0
98684,Friuli-Venezia Giulia,pubblica,maschi,difesa,2015,0
98685,Friuli-Venezia Giulia,pubblica,maschi,difesa,2016,0
98686,Friuli-Venezia Giulia,pubblica,maschi,difesa,2017,0
98687,Friuli-Venezia Giulia,pubblica,maschi,difesa,2013,0
98688,Friuli-Venezia Giulia,pubblica,maschi,difesa,2014,0
98689,Friuli-Venezia Giulia,pubblica,maschi,difesa,2015,0
98690,Friuli-Venezia Giulia,pubblica,maschi,difesa,2016,0
98691,Friuli-Venezia Giulia,pubblica,maschi,difesa,2017,0
98692,Friuli-Venezia Giulia,pubblica,maschi,difesa,2013,0
98693,Friuli-Venezia Giulia,pubblica,maschi,difesa,2014,0
98694,Friuli-Venezia Giulia,pubblica,maschi,difesa,2015,0
98695,Friuli-Venezia Giulia,pubblica,maschi,difesa,2016,0
98696,Friuli-Venezia Giulia,pubblica,maschi,difesa,2017,0
98697,Friuli-Venezia Giulia,pubblica,femmine,difesa,2013,0
98698,Friuli-Venezia Giulia,pubblica,femmine,difesa,2014,0
98699,Friuli-Venezia Giulia,pubblica,femmine,difesa,2015,0
98700,Friuli-Venezia Giulia,pubblica,femmine,difesa,2016,0
98701,Friuli-Venezia Giulia,pubblica,femmine,difesa,2017,0
98702,Friuli-Venezia Giulia,pubblica,femmine,difesa,2013,0
98703,Friuli-Venezia Giulia,pubblica,femmine,difesa,2014,0
98704,Friuli-Venezia Giulia,pubblica,femmine,difesa,2015,0
98705,Friuli-Venezia Giulia,pubblica,femmine,difesa,2016,0
98706,Friuli-Venezia Giulia,pubblica,femmine,difesa,2017,0
98707,Friuli-Venezia Giulia,pubblica,femmine,difesa,2013,0
98708,Friuli-Venezia Giulia,pubblica,femmine,difesa,2014,0
98709,Friuli-Venezia Giulia,pubblica,femmine,difesa,2015,0
98710,Friuli-Venezia Giulia,pubblica,femmine,difesa,2016,0
98711,Friuli-Venezia Giulia,pubblica,femmine,difesa,2017,0
98727,Friuli-Venezia Giulia,privata,maschi,difesa,2013,0
98728,Friuli-Venezia Giulia,privata,maschi,difesa,2014,0
98729,Friuli-Venezia Giulia,privata,maschi,difesa,2015,0
98730,Friuli-Venezia Giulia,privata,maschi,difesa,2016,0
98731,Friuli-Venezia Giulia,privata,maschi,difesa,2017,0
98732,Friuli-Venezia Giulia,privata,maschi,difesa,2013,0
98733,Friuli-Venezia Giulia,privata,maschi,difesa,2014,0
98734,Friuli-Venezia Giulia,privata,maschi,difesa,2015,0
98735,Friuli-Venezia Giulia,privata,maschi,difesa,2016,0
98736,Friuli-Venezia Giulia,privata,maschi,difesa,2017,0
98737,Friuli-Venezia Giulia,privata,maschi,difesa,2013,0
98738,Friuli-Venezia Giulia,privata,maschi,difesa,2014,0
98739,Friuli-Venezia Giulia,privata,maschi,difesa,2015,0
98740,Friuli-Venezia Giulia,privata,maschi,difesa,2016,0
98741,Friuli-Venezia Giulia,privata,maschi,difesa,2017,0
98742,Friuli-Venezia Giulia,privata,femmine,difesa,2013,0
98743,Friuli-Venezia Giulia,privata,femmine,difesa,2014,0
98744,Friuli-Venezia Giulia,privata,femmine,difesa,2015,0
98745,Friuli-Venezia Giulia,privata,femmine,difesa,2016,0
98746,Friuli-Venezia Giulia,privata,femmine,difesa,2017,0
98747,Friuli-Venezia Giulia,privata,femmine,difesa,2013,0
98748,Friuli-Venezia Giulia,privata,femmine,difesa,2014,0
98749,Friuli-Venezia Giulia,privata,femmine,difesa,2015,0
98750,Friuli-Venezia Giulia,privata,femmine,difesa,2016,0
98751,Friuli-Venezia Giulia,privata,femmine,difesa,2017,0
98752,Friuli-Venezia Giulia,privata,femmine,difesa,2013,0
98753,Friuli-Venezia Giulia,privata,femmine,difesa,2014,0
98754,Friuli-Venezia Giulia,privata,femmine,difesa,2015,0
98755,Friuli-Venezia Giulia,privata,femmine,difesa,2016,0
98756,Friuli-Venezia Giulia,privata,femmine,difesa,2017,0
98817,Emilia-Romagna,pubblica,maschi,difesa,2013,0
98818,Emilia-Romagna,pubblica,maschi,difesa,2014,0
98819,Emilia-Romagna,pubblica,maschi,difesa,2015,0
98820,Emilia-Romagna,pubblica,maschi,difesa,2016,0
98821,Emilia-Romagna,pubblica,maschi,difesa,2017,0
98822,Emilia-Romagna,pubblica,femmine,difesa,2013,0
98823,Emilia-Romagna,pubblica,femmine,difesa,2014,0
98824,Emilia-Romagna,pubblica,femmine,difesa,2015,0
98825,Emilia-Romagna,pubblica,femmine,difesa,2016,0
98826,Emilia-Romagna,pubblica,femmine,difesa,2017,0
98832,Emilia-Romagna,privata,maschi,difesa,2013,0
98833,Emilia-Romagna,privata,maschi,difesa,2014,0
98834,Emilia-Romagna,privata,maschi,difesa,2015,0
98835,Emilia-Romagna,privata,maschi,difesa,2016,0
98836,Emilia-Romagna,privata,maschi,difesa,2017,0
98837,Emilia-Romagna,privata,maschi,difesa,2013,0
98838,Emilia-Romagna,privata,maschi,difesa,2014,0
98839,Emilia-Romagna,privata,maschi,difesa,2015,0
98840,Emilia-Romagna,privata,maschi,difesa,2016,0
98841,Emilia-Romagna,privata,maschi,difesa,2017,0
98842,Emilia-Romagna,privata,maschi,difesa,2013,0
98843,Emilia-Romagna,privata,maschi,difesa,2014,0
98844,Emilia-Romagna,privata,maschi,difesa,2015,0
98845,Emilia-Romagna,privata,maschi,difesa,2016,0
98846,Emilia-Romagna,privata,maschi,difesa,2017,0
98847,Emilia-Romagna,privata,femmine,difesa,2013,0
98848,Emilia-Romagna,privata,femmine,difesa,2014,0
98849,Emilia-Romagna,privata,femmine,difesa,2015,0
98850,Emilia-Romagna,privata,femmine,difesa,2016,0
98851,Emilia-Romagna,privata,femmine,difesa,2017,0
98852,Emilia-Romagna,privata,femmine,difesa,2013,0
98853,Emilia-Romagna,privata,femmine,difesa,2014,0
98854,Emilia-Romagna,privata,femmine,difesa,2015,0
98855,Emilia-Romagna,privata,femmine,difesa,2016,0
98856,Emilia-Romagna,privata,femmine,difesa,2017,0
98857,Emilia-Romagna,privata,femmine,difesa,2013,0
98858,Emilia-Romagna,privata,femmine,difesa,2014,0
98859,Emilia-Romagna,privata,femmine,difesa,2015,0
98860,Emilia-Romagna,privata,femmine,difesa,2016,0
98861,Emilia-Romagna,privata,femmine,difesa,2017,0
98967,Toscana,pubblica,maschi,difesa,2013,0
98968,Toscana,pubblica,maschi,difesa,2014,0
98969,Toscana,pubblica,maschi,difesa,2015,0
98970,Toscana,pubblica,maschi,difesa,2016,0
98971,Toscana,pubblica,maschi,difesa,2017,0
98972,Toscana,pubblica,femmine,difesa,2013,0
98973,Toscana,pubblica,femmine,difesa,2014,0
98974,Toscana,pubblica,femmine,difesa,2015,0
98975,Toscana,pubblica,femmine,difesa,2016,0
98976,Toscana,pubblica,femmine,difesa,2017,0
98982,Toscana,privata,maschi,difesa,2013,0
98983,Toscana,privata,maschi,difesa,2014,0
98984,Toscana,privata,maschi,difesa,2015,0
98985,Toscana,privata,maschi,difesa,2016,0
98986,Toscana,privata,maschi,difesa,2017,0
98987,Toscana,privata,maschi,difesa,2013,0
98988,Toscana,privata,maschi,difesa,2014,0
98989,Toscana,privata,maschi,difesa,2015,0
98990,Toscana,privata,maschi,difesa,2016,0
98991,Toscana,privata,maschi,difesa,2017,0
98992,Toscana,privata,maschi,difesa,2013,0
98993,Toscana,privata,maschi,difesa,2014,0
98994,Toscana,privata,maschi,difesa,2015,0
98995,Toscana,privata,maschi,difesa,2016,0
98996,Toscana,privata,maschi,difesa,2017,0
98997,Toscana,privata,femmine,difesa,2013,0
98998,Toscana,privata,femmine,difesa,2014,0
98999,Toscana,privata,femmine,difesa,2015,0
99000,Toscana,privata,femmine,difesa,2016,0
99001,Toscana,privata,femmine,difesa,2017,0
99002,Toscana,privata,femmine,difesa,2013,0
99003,Toscana,privata,femmine,difesa,2014,0
99004,Toscana,privata,femmine,difesa,2015,0
99005,Toscana,privata,femmine,difesa,2016,0
99006,Toscana,privata,femmine,difesa,2017,0
99007,Toscana,privata,femmine,difesa,2013,0
99008,Toscana,privata,femmine,difesa,2014,0
99009,Toscana,privata,femmine,difesa,2015,0
99010,Toscana,privata,femmine,difesa,2016,0
99011,Toscana,privata,femmine,difesa,2017,0
99042,Umbria,pubblica,maschi,difesa,2013,0
99043,Umbria,pubblica,maschi,difesa,2014,0
99044,Umbria,pubblica,maschi,difesa,2015,0
99045,Umbria,pubblica,maschi,difesa,2016,0
99046,Umbria,pubblica,maschi,difesa,2017,0
99047,Umbria,pubblica,maschi,difesa,2013,0
99048,Umbria,pubblica,maschi,difesa,2014,0
99049,Umbria,pubblica,maschi,difesa,2015,0
99050,Umbria,pubblica,maschi,difesa,2016,0
99051,Umbria,pubblica,maschi,difesa,2017,0
